steps,distance_walked,very_active_distance,moderately_active_distance,lightly_active_distance,calories_burnt,physical_activity_score,total_sleep_duration,light_sleep_stage,deep_sleep_stage,REM_sleep_stage,number_of_awakenings,sleep_score,resting_heart_rate,increase_during_activity,post_activity_beat_drop,health_management_score,air_quality,cardiovascular_score,mental_health_score,resp_score,illness/infection,Deviation_heart_rate_rest,heart_rate_condition_Mixed,heart_rate_condition_Normal,heart_rate_condition_Skipped beats,heart_rate_condition_Uneven timing,health_management_score_scaled
0.8207214285714287,0.8307692307692308,0.39999999999999997,0.5,0.6400000000000001,0.14642240203654877,6.5,0.6875,0.5844155844155843,0.4117647058823529,0.8823529411764706,0.1,7.4,0.1283333333333334,0.6385714285714286,0.81,7.0,0.25,6.6,8.2,7.6,0,0.09999999999999996,0.0,0.0,0.0,1.0,0.7837837837837839
0.684657142857143,0.7076923076923077,0.7666666666666666,0.6923076923076923,0.0,0.9174470406400582,7.4,0.5859375,0.45454545454545453,0.4705882352941177,0.7647058823529412,0.5,6.0,0.21833333333333338,0.7864285714285713,0.6175,6.7,0.6,8.3,5.0,7.8,1,0.1100000000000001,0.0,1.0,0.0,0.0,0.7432432432432433
0.8530785714285715,0.876923076923077,0.8333333333333333,0.6538461538461537,0.0,0.0073188471679243305,6.7,0.7109375,0.49350649350649345,0.7941176470588236,0.7941176470588236,0.0,7.3,0.5966666666666666,0.7692857142857141,0.4700000000000001,7.0,0.22499999999999998,8.2,8.2,7.8,1,0.17999999999999966,0.0,1.0,0.0,0.0,0.7837837837837839
1.0,1.0,1.0,0.7499999999999999,0.0,0.027138830802800246,5.8,0.84375,0.6363636363636364,0.8823529411764706,0.911764705882353,0.5,3.6,0.20666666666666667,0.3071428571428571,0.695,4.7,0.575,8.1,6.8,6.3,0,0.09999999999999996,0.0,1.0,0.0,0.0,0.472972972972973
0.6641071428571429,0.8,0.7,0.8076923076923077,0.0,0.13310300936448766,7.6,0.5703125,0.5064935064935064,0.35294117647058826,0.676470588235294,0.2,7.4,0.7783333333333334,0.3399999999999999,0.20750000000000002,7.5,0.375,7.0,8.5,8.4,0,0.009999999999999428,0.0,0.0,0.0,0.0,0.8513513513513514
0.6641142857142858,0.6615384615384615,0.3666666666666667,0.46153846153846145,0.32000000000000006,0.10810073643058457,6.0,0.5703125,0.4155844155844155,0.5294117647058824,0.7352941176470589,0.2,7.7,0.4816666666666668,0.35000000000000003,0.505,6.8,0.6,6.5,8.1,7.5,0,0.5199999999999987,0.0,0.0,0.0,0.0,0.7567567567567568
1.0,1.0,0.4666666666666666,0.9230769230769229,0.12,0.8572142922083825,6.0,0.859375,0.7272727272727272,0.676470588235294,0.911764705882353,0.0,6.6,0.5216666666666666,0.46714285714285714,0.3475,6.3,0.4,7.3,4.8,7.3,0,0.11000000000000082,0.0,0.0,1.0,0.0,0.6891891891891893
0.8787357142857143,0.8923076923076924,0.8666666666666667,0.8269230769230768,0.0,0.13033003000272747,6.9,0.7265625,0.6753246753246752,0.5588235294117647,0.7058823529411765,0.2,7.5,0.43000000000000005,0.3664285714285714,0.3425,7.2,0.0,6.8,5.3,8.3,1,0.8900000000000002,0.0,1.0,0.0,0.0,0.8108108108108109
0.6136857142857144,0.6,0.39999999999999997,0.3653846153846153,0.27999999999999997,0.16565142285662332,5.6,0.5390625,0.4285714285714285,0.3823529411764706,0.676470588235294,0.2,7.3,0.6933333333333332,0.4628571428571428,0.4225,6.4,0.625,8.3,7.9,5.2,0,0.30999999999999933,0.0,1.0,0.0,0.0,0.7027027027027027
0.8305500000000001,0.9538461538461539,0.5666666666666667,0.5192307692307693,0.7200000000000001,0.47331575597781606,6.8,0.6953125,0.6363636363636364,0.4117647058823529,0.7647058823529412,0.30000000000000004,6.7,0.6950000000000002,0.3128571428571429,0.67,6.8,0.8,8.7,8.0,7.9,1,0.07000000000000026,0.0,1.0,0.0,0.0,0.7567567567567568
0.6149785714285715,0.7384615384615385,0.6,0.7307692307692306,0.0,0.05005000454586778,6.9,0.5390625,0.49350649350649345,0.5,0.4411764705882353,0.30000000000000004,7.7,0.5833333333333334,0.6678571428571427,0.7675000000000001,7.3,0.30000000000000004,6.7,5.4,7.9,1,0.2999999999999999,0.0,0.0,1.0,0.0,0.8243243243243243
0.6144857142857143,0.7230769230769232,0.5,0.5192307692307693,0.2,0.015046822438403468,6.4,0.5390625,0.40259740259740256,0.5294117647058824,0.6176470588235294,0.1,8.4,0.6416666666666667,0.2971428571428571,0.30750000000000005,7.4,0.7,8.2,8.4,8.2,1,0.34000000000000047,0.0,1.0,0.0,0.0,0.8378378378378378
0.7661357142857144,0.7230769230769232,0.6333333333333333,0.3653846153846153,0.4,0.07850713701245565,6.7,0.6484375,0.5844155844155843,0.676470588235294,0.4411764705882353,0.0,8.9,0.44666666666666666,0.2864285714285714,0.10250000000000001,7.8,0.35,6.9,5.7,6.8,1,0.7799999999999995,0.0,1.0,0.0,0.0,0.891891891891892
0.3043,0.2923076923076923,0.2333333333333333,0.21153846153846154,0.04000000000000001,0.7171561051004636,3.1,0.3125,0.28571428571428564,0.14705882352941177,0.3823529411764706,0.6000000000000001,3.4,0.6349999999999999,0.6114285714285714,0.17000000000000004,3.2,0.175,4.8,6.0,5.8,1,0.9900000000000002,1.0,0.0,0.0,0.0,0.2702702702702703
0.3446571428571429,0.4307692307692308,0.39999999999999997,0.34615384615384615,0.0,0.05123193017547048,4.2,0.34375,0.2727272727272727,0.35294117647058826,0.35294117647058826,0.6000000000000001,4.1,0.41500000000000015,0.6549999999999998,0.8625,4.2,0.35,6.9,6.5,5.8,0,0.06999999999999884,0.0,0.0,0.0,0.0,0.4054054054054055
0.5937928571428572,0.6461538461538462,0.6333333333333333,0.5769230769230769,0.0,0.021774706791526488,6.4,0.5234375,0.4155844155844155,0.3823529411764706,0.676470588235294,0.0,8.2,0.5000000000000001,0.45142857142857146,0.745,7.3,0.44999999999999996,7.6,8.4,8.0,0,0.029999999999999704,0.0,0.0,0.0,0.0,0.8243243243243243
0.49725,0.4461538461538462,0.26666666666666666,0.44230769230769224,0.0,0.18156196017819798,4.5,0.453125,0.3766233766233766,0.3235294117647059,0.5294117647058824,0.2,7.2,0.43166666666666675,0.6864285714285714,0.10250000000000001,5.8,0.175,6.6,4.5,6.9,0,0.030000000000001126,0.0,0.0,0.0,1.0,0.6216216216216216
0.7816214285714287,0.876923076923077,0.5666666666666667,0.8461538461538461,0.0,0.07609782707518864,7.1,0.65625,0.6363636363636364,0.7058823529411765,0.35294117647058826,0.0,8.3,0.3850000000000001,0.6707142857142856,0.79,7.7,0.825,8.7,8.6,6.9,0,0.2700000000000002,0.0,1.0,0.0,0.0,0.8783783783783784
0.5197071428571429,0.5076923076923077,0.3666666666666667,0.4807692307692307,0.0,0.03927629784525863,5.0,0.46875,0.4155844155844155,0.35294117647058826,0.5,0.5,5.9,0.32833333333333337,0.907142857142857,0.1975,5.4,0.125,7.8,7.3,7.3,0,0.09999999999999996,0.0,1.0,0.0,0.0,0.5675675675675677
0.41165000000000007,0.5846153846153846,0.6,0.3076923076923077,0.16000000000000003,0.02986635148649877,5.3,0.390625,0.3116883116883117,0.2647058823529412,0.5294117647058824,0.0,7.5,0.6166666666666666,0.657142857142857,0.54,6.4,0.375,7.0,4.8,7.3,1,0.12999999999999967,1.0,0.0,0.0,0.0,0.7027027027027027
1.0,1.0,0.6666666666666666,0.8653846153846153,0.0,0.6236021456496045,6.5,0.8359375,0.8051948051948051,0.4705882352941177,0.911764705882353,1.0,1.9,0.8283333333333335,0.8657142857142857,0.1975,4.2,0.275,7.4,3.5,3.9,1,0.17000000000000023,0.0,1.0,0.0,0.0,0.4054054054054055
0.6659071428571429,0.7692307692307693,0.5333333333333333,0.46153846153846145,0.4,0.14896808800800065,6.8,0.5703125,0.4675324675324675,0.4411764705882353,0.676470588235294,0.2,7.7,0.7933333333333333,0.5135714285714286,0.915,7.2,0.8500000000000001,7.3,5.4,7.4,1,0.10999999999999939,0.0,0.0,0.0,0.0,0.8108108108108109
0.728757142857143,0.8923076923076924,0.7666666666666666,0.5192307692307693,0.27999999999999997,0.11146467860714607,7.2,0.6171875,0.5324675324675324,0.6176470588235294,0.5588235294117647,0.0,9.3,0.18666666666666676,0.7999999999999998,0.23250000000000004,8.2,0.125,6.5,9.0,8.5,1,0.09999999999999996,1.0,0.0,0.0,0.0,0.9459459459459459
0.40898571428571434,0.4461538461538462,0.3,0.40384615384615385,0.0,0.09946358759887258,4.3,0.390625,0.3506493506493506,0.4411764705882353,0.23529411764705885,0.5,4.9,0.8216666666666667,0.8042857142857143,0.11250000000000002,4.6,0.7,6.0,6.8,6.7,0,0.23999999999999905,0.0,0.0,0.0,1.0,0.45945945945945943
0.5976357142857143,0.7076923076923077,0.7333333333333334,0.5,0.0,0.17297027002454768,6.7,0.5234375,0.4415584415584415,0.5294117647058824,0.5,0.2,8.3,0.42000000000000004,0.46928571428571425,0.26,7.5,0.55,8.9,8.5,7.5,0,0.1300000000000004,0.0,1.0,0.0,0.0,0.8513513513513514
0.7380571428571429,0.9076923076923078,0.9333333333333332,0.8653846153846153,0.0,0.04145831439221745,7.2,0.625,0.5844155844155843,0.676470588235294,0.3823529411764706,0.2,7.8,0.65,0.35214285714285715,1.0,7.5,0.2,8.1,5.5,7.5,1,0.2400000000000005,0.0,1.0,0.0,0.0,0.8513513513513514
0.4676428571428572,0.5230769230769231,0.39999999999999997,0.26923076923076916,0.32000000000000006,0.2467042458405309,4.9,0.4296875,0.3896103896103896,0.4117647058823529,0.35294117647058826,0.0,7.9,0.2733333333333333,0.38999999999999996,0.44000000000000006,6.4,0.4,6.5,4.8,7.5,1,0.24999999999999992,0.0,0.0,0.0,0.0,0.7027027027027027
0.7947928571428572,0.8307692307692308,0.7,0.7499999999999999,0.0,0.004454950450040879,7.3,0.671875,0.5844155844155843,0.7058823529411765,0.5,0.1,8.5,0.535,0.5892857142857142,0.1175,7.9,0.44999999999999996,8.4,8.7,7.6,1,0.25999999999999934,0.0,1.0,0.0,0.0,0.9054054054054056
0.5855785714285715,0.49230769230769234,0.2333333333333333,0.28846153846153844,0.44000000000000006,0.07605236839712698,4.9,0.515625,0.4155844155844155,0.3235294117647059,0.7058823529411765,0.6000000000000001,4.9,0.5783333333333335,0.2535714285714286,0.1775,4.9,0.65,7.9,6.9,5.0,1,0.34999999999999987,0.0,1.0,0.0,0.0,0.5000000000000001
0.6517785714285714,0.6923076923076923,0.6,0.40384615384615385,0.2,0.06982452950268203,6.5,0.5625,0.5324675324675324,0.6176470588235294,0.3235294117647059,0.2,7.6,0.1283333333333334,0.40285714285714286,0.0,7.0,0.35,5.9,5.2,7.5,1,0.04999999999999998,0.0,0.0,1.0,0.0,0.7837837837837839
0.58535,0.6923076923076923,0.6333333333333333,0.5192307692307693,0.0,0.1726066006000545,6.3,0.515625,0.5064935064935064,0.35294117647058826,0.4705882352941177,0.0,8.7,0.6516666666666665,0.7564285714285715,0.51,7.5,0.65,8.7,5.5,5.5,0,0.09000000000000054,0.0,1.0,0.0,0.0,0.8513513513513514
1.0,1.0,0.6666666666666666,0.6923076923076923,0.36000000000000004,0.06509682698427127,6.5,0.8984375,0.6883116883116883,0.9411764705882354,0.9411764705882354,0.1,5.0,0.8366666666666668,0.6428571428571428,0.0625,5.8,0.5,5.8,4.4,7.0,1,0.28999999999999904,0.0,0.0,0.0,0.0,0.6216216216216216
0.7113928571428572,0.8,0.4666666666666666,0.5961538461538461,0.27999999999999997,0.15174106736976084,6.9,0.609375,0.5454545454545454,0.3235294117647059,0.7647058823529412,0.2,7.1,0.4566666666666669,0.0,0.6525000000000001,7.0,0.625,6.5,8.2,7.7,0,0.24999999999999992,0.0,0.0,1.0,0.0,0.7837837837837839
0.4876357142857143,0.47692307692307695,0.5,0.46153846153846145,0.0,0.9413583053004818,5.2,0.4453125,0.33766233766233766,0.4117647058823529,0.5294117647058824,0.0,8.4,0.8400000000000002,0.21428571428571425,0.5725,6.8,0.275,7.7,8.1,8.2,1,0.17000000000000023,0.0,1.0,0.0,0.0,0.7567567567567568
0.8905428571428572,0.8,0.5666666666666667,0.673076923076923,0.0,0.8118919901809254,6.5,0.734375,0.6753246753246752,0.7058823529411765,0.5588235294117647,0.0,8.4,0.4533333333333335,0.9628571428571429,0.35000000000000003,7.4,0.44999999999999996,8.0,8.5,6.4,1,0.2900000000000005,0.0,1.0,0.0,0.0,0.8378378378378378
0.4526785714285715,0.4461538461538462,0.39999999999999997,0.28846153846153844,0.12,0.2660241840167287,4.5,0.421875,0.3766233766233766,0.5,0.2647058823529412,0.0,7.8,0.7116666666666668,0.7528571428571429,0.685,6.2,0.525,8.0,7.7,4.9,0,0.2700000000000002,0.0,1.0,0.0,0.0,0.6756756756756758
0.7590428571428572,0.8,0.3666666666666667,0.46153846153846145,0.68,0.11469224474952266,6.6,0.640625,0.4675324675324675,0.6470588235294118,0.7647058823529412,0.2,7.2,0.0,0.37499999999999994,0.6075,6.9,0.525,5.9,8.1,6.6,0,0.37999999999999956,0.0,0.0,0.0,1.0,0.7702702702702704
0.2943571428571429,0.2923076923076923,0.19999999999999998,0.21153846153846154,0.08000000000000002,0.10841894717701608,3.0,0.3046875,0.28571428571428564,0.20588235294117646,0.29411764705882354,0.1,5.8,1.0,0.18071428571428566,0.41500000000000004,4.4,0.5,6.1,3.6,6.5,1,0.029999999999999704,0.0,0.0,1.0,0.0,0.43243243243243246
0.4296714285714286,0.5076923076923077,0.5,0.3653846153846153,0.0,0.0020910991908354992,4.9,0.3984375,0.3116883116883117,0.35294117647058826,0.5,0.1,7.4,0.8733333333333334,0.23214285714285715,0.18250000000000005,6.2,1.0,7.8,4.7,5.7,0,0.3600000000000007,0.0,1.0,0.0,0.0,0.6756756756756758
0.7564714285714287,0.9692307692307692,0.6666666666666666,0.7692307692307692,0.12,0.12710246386035096,7.2,0.640625,0.5974025974025974,0.4411764705882353,0.6470588235294118,0.0,9.0,0.42833333333333334,0.6092857142857142,0.47750000000000004,8.1,0.65,8.7,8.9,7.1,1,0.2900000000000005,0.0,1.0,0.0,0.0,0.9324324324324323
0.8725285714285714,0.9538461538461539,0.7999999999999999,0.5961538461538461,0.27999999999999997,0.010091826529684517,6.8,0.7265625,0.6363636363636364,0.4411764705882353,0.8823529411764706,0.30000000000000004,6.2,0.00666666666666671,0.9235714285714285,0.47750000000000004,6.5,0.675,6.4,7.9,7.4,1,0.010000000000000139,0.0,0.0,0.0,0.0,0.7162162162162162
0.751007142857143,0.7846153846153846,0.4666666666666666,0.6923076923076923,0.08000000000000002,0.03368488044367668,6.7,0.6328125,0.5454545454545454,0.4117647058823529,0.7941176470588236,0.30000000000000004,6.9,0.5716666666666667,0.9099999999999999,0.49750000000000005,6.8,0.55,7.6,8.1,6.7,0,0.49999999999999983,0.0,1.0,0.0,0.0,0.7567567567567568
0.689507142857143,0.7230769230769232,0.5,0.40384615384615385,0.44000000000000006,0.01786526047822526,6.6,0.59375,0.48051948051948046,0.4117647058823529,0.7647058823529412,0.4,6.3,0.1383333333333333,0.1621428571428572,0.395,6.4,0.625,6.2,4.9,7.2,0,0.24999999999999992,0.0,0.0,1.0,0.0,0.7027027027027027
0.6497642857142858,0.7076923076923077,0.7333333333333334,0.5576923076923076,0.0,0.06873352122920265,6.9,0.5625,0.4155844155844155,0.5,0.676470588235294,0.2,7.8,0.6116666666666667,0.43642857142857133,0.4575,7.4,0.55,7.5,8.4,8.3,0,0.7799999999999995,0.0,1.0,0.0,0.0,0.8378378378378378
0.39745714285714284,0.36923076923076925,0.3,0.28846153846153844,0.0,0.14464951359214467,3.8,0.375,0.33766233766233766,0.4117647058823529,0.2647058823529412,0.30000000000000004,5.8,0.6033333333333334,0.31642857142857145,0.45000000000000007,4.8,0.95,7.2,3.9,6.8,1,0.08999999999999911,1.0,0.0,0.0,0.0,0.4864864864864865
0.5600357142857143,0.6153846153846154,0.6333333333333333,0.3653846153846153,0.08000000000000002,0.1286026002363851,5.9,0.5,0.4155844155844155,0.5588235294117647,0.4117647058823529,0.2,7.7,0.265,0.5292857142857141,0.7150000000000001,6.8,0.475,7.8,5.1,7.8,0,0.5299999999999995,0.0,1.0,0.0,0.0,0.7567567567567568
0.6155785714285715,0.6923076923076923,0.7,0.6346153846153845,0.0,0.9870897354304936,7.0,0.5390625,0.45454545454545453,0.3235294117647059,0.7058823529411765,0.1,7.5,0.7799999999999999,0.2149999999999999,0.057499999999999996,7.2,0.7,6.0,5.4,8.1,1,0.1899999999999991,0.0,0.0,0.0,1.0,0.8108108108108109
0.9408142857142857,1.0,1.0,0.8076923076923077,0.0,0.14514955905082277,6.1,0.7734375,0.6623376623376623,0.5294117647058824,0.911764705882353,0.0,7.6,0.7016666666666665,0.38285714285714284,0.125,6.8,1.0,7.7,5.1,8.0,1,0.580000000000001,0.0,1.0,0.0,0.0,0.7567567567567568
