steps,distance_walked,very_active_distance,moderately_active_distance,lightly_active_distance,calories_burnt,physical_activity_score
0.8207214285714287,0.8307692307692308,0.39999999999999997,0.5,0.6400000000000001,0.14642240203654877,6.5
0.684657142857143,0.7076923076923077,0.7666666666666666,0.6923076923076923,0.0,0.9174470406400582,7.4
0.8530785714285715,0.876923076923077,0.8333333333333333,0.6538461538461537,0.0,0.0073188471679243305,6.7
1.0,1.0,1.0,0.7499999999999999,0.0,0.027138830802800246,5.8
0.6641071428571429,0.8,0.7,0.8076923076923077,0.0,0.13310300936448766,7.6
0.6641142857142858,0.6615384615384615,0.3666666666666667,0.46153846153846145,0.32000000000000006,0.10810073643058457,6.0
1.0,1.0,0.4666666666666666,0.9230769230769229,0.12,0.8572142922083825,6.0
0.8787357142857143,0.8923076923076924,0.8666666666666667,0.8269230769230768,0.0,0.13033003000272747,6.9
0.6136857142857144,0.6,0.39999999999999997,0.3653846153846153,0.27999999999999997,0.16565142285662332,5.6
0.8305500000000001,0.9538461538461539,0.5666666666666667,0.5192307692307693,0.7200000000000001,0.47331575597781606,6.8
0.6149785714285715,0.7384615384615385,0.6,0.7307692307692306,0.0,0.05005000454586778,6.9
0.6144857142857143,0.7230769230769232,0.5,0.5192307692307693,0.2,0.015046822438403468,6.4
0.7661357142857144,0.7230769230769232,0.6333333333333333,0.3653846153846153,0.4,0.07850713701245565,6.7
0.3043,0.2923076923076923,0.2333333333333333,0.21153846153846154,0.04000000000000001,0.7171561051004636,3.1
0.3446571428571429,0.4307692307692308,0.39999999999999997,0.34615384615384615,0.0,0.05123193017547048,4.2
0.5937928571428572,0.6461538461538462,0.6333333333333333,0.5769230769230769,0.0,0.021774706791526488,6.4
0.49725,0.4461538461538462,0.26666666666666666,0.44230769230769224,0.0,0.18156196017819798,4.5
0.7816214285714287,0.876923076923077,0.5666666666666667,0.8461538461538461,0.0,0.07609782707518864,7.1
0.5197071428571429,0.5076923076923077,0.3666666666666667,0.4807692307692307,0.0,0.03927629784525863,5.0
0.41165000000000007,0.5846153846153846,0.6,0.3076923076923077,0.16000000000000003,0.02986635148649877,5.3
1.0,1.0,0.6666666666666666,0.8653846153846153,0.0,0.6236021456496045,6.5
0.6659071428571429,0.7692307692307693,0.5333333333333333,0.46153846153846145,0.4,0.14896808800800065,6.8
0.728757142857143,0.8923076923076924,0.7666666666666666,0.5192307692307693,0.27999999999999997,0.11146467860714607,7.2
0.40898571428571434,0.4461538461538462,0.3,0.40384615384615385,0.0,0.09946358759887258,4.3
0.5976357142857143,0.7076923076923077,0.7333333333333334,0.5,0.0,0.17297027002454768,6.7
0.7380571428571429,0.9076923076923078,0.9333333333333332,0.8653846153846153,0.0,0.04145831439221745,7.2
0.4676428571428572,0.5230769230769231,0.39999999999999997,0.26923076923076916,0.32000000000000006,0.2467042458405309,4.9
0.7947928571428572,0.8307692307692308,0.7,0.7499999999999999,0.0,0.004454950450040879,7.3
0.5855785714285715,0.49230769230769234,0.2333333333333333,0.28846153846153844,0.44000000000000006,0.07605236839712698,4.9
0.6517785714285714,0.6923076923076923,0.6,0.40384615384615385,0.2,0.06982452950268203,6.5
0.58535,0.6923076923076923,0.6333333333333333,0.5192307692307693,0.0,0.1726066006000545,6.3
1.0,1.0,0.6666666666666666,0.6923076923076923,0.36000000000000004,0.06509682698427127,6.5
0.7113928571428572,0.8,0.4666666666666666,0.5961538461538461,0.27999999999999997,0.15174106736976084,6.9
0.4876357142857143,0.47692307692307695,0.5,0.46153846153846145,0.0,0.9413583053004818,5.2
0.8905428571428572,0.8,0.5666666666666667,0.673076923076923,0.0,0.8118919901809254,6.5
0.4526785714285715,0.4461538461538462,0.39999999999999997,0.28846153846153844,0.12,0.2660241840167287,4.5
0.7590428571428572,0.8,0.3666666666666667,0.46153846153846145,0.68,0.11469224474952266,6.6
0.2943571428571429,0.2923076923076923,0.19999999999999998,0.21153846153846154,0.08000000000000002,0.10841894717701608,3.0
0.4296714285714286,0.5076923076923077,0.5,0.3653846153846153,0.0,0.0020910991908354992,4.9
0.7564714285714287,0.9692307692307692,0.6666666666666666,0.7692307692307692,0.12,0.12710246386035096,7.2
0.8725285714285714,0.9538461538461539,0.7999999999999999,0.5961538461538461,0.27999999999999997,0.010091826529684517,6.8
0.751007142857143,0.7846153846153846,0.4666666666666666,0.6923076923076923,0.08000000000000002,0.03368488044367668,6.7
0.689507142857143,0.7230769230769232,0.5,0.40384615384615385,0.44000000000000006,0.01786526047822526,6.6
0.6497642857142858,0.7076923076923077,0.7333333333333334,0.5576923076923076,0.0,0.06873352122920265,6.9
0.39745714285714284,0.36923076923076925,0.3,0.28846153846153844,0.0,0.14464951359214467,3.8
0.5600357142857143,0.6153846153846154,0.6333333333333333,0.3653846153846153,0.08000000000000002,0.1286026002363851,5.9
0.6155785714285715,0.6923076923076923,0.7,0.6346153846153845,0.0,0.9870897354304936,7.0
0.9408142857142857,1.0,1.0,0.8076923076923077,0.0,0.14514955905082277,6.1
0.7879214285714286,0.876923076923077,0.9,0.7307692307692306,0.0,0.617556141467406,6.9
0.33649285714285715,0.4,0.16666666666666666,0.28846153846153844,0.2,0.7542049277207018,3.6
0.7837357142857143,0.7076923076923077,0.7333333333333334,0.673076923076923,0.0,0.04064005818710789,7.2
0.6317714285714285,0.7230769230769232,0.3666666666666667,0.6153846153846154,0.16000000000000003,0.6321483771251931,6.3
0.5692285714285714,0.5538461538461539,0.26666666666666666,0.3846153846153846,0.36000000000000004,0.7967542503863988,5.2
